ticket_id,channel,plan,region,ticket_text,priority,zs_guess,zs_confidence,category
CB-6731,phone,Team,EMEA,How do I set up a recurring data refresh? Nothing changed on our side.,normal,how_to,0.9197,how_to
CB-6635,phone,Free,EMEA,Sorry to bother you but We need an approval step before a dashboard is shared externally.,high,feature_request,0.287,feature_request
CB-6137,phone,Business,LATAM,Sorry to bother you but The seat count includes deactivated users.,low,bug_ui,0.9435,billing_plan
CB-6107,in-app,Enterprise,APAC,"Morning, We want to pay by bank transfer instead of card.",normal,billing_plan,0.4314,billing_plan
CB-6186,chat,Enterprise,LATAM,Raising this again: The sort arrow points the opposite way to the actual sort.,high,bug_ui,0.9036,bug_ui
CB-6680,email,Free,LATAM,"Hey Please allow scheduling at a specific minute, not just the hour.",normal,how_to,0.8057,feature_request
CB-6397,in-app,Team,APAC,hey numbers are rounded to whole units and we need two decimals,urgent,bug_ui,0.8894,data_sync
CB-6791,phone,Business,North America,Can I set a metric to alert me when it drops? I have cleared cache and tried incognito.,low,how_to,0.8372,how_to
CB-6130,phone,Team,APAC,"Morning, The credit from last month's outage was never applied. Thanks in advance.",normal,billing_plan,0.8673,billing_plan
CB-6860,phone,Enterprise,North America,"Hi, How do I change the aggregation from sum to average?",normal,how_to,0.9735,how_to
CB-7084,phone,Business,APAC,Our whole team lost SSO access after the weekend maintenance.,high,login_access,0.8073,login_access
CB-6175,email,Enterprise,LATAM,Quick one: The cancellation still charged us for the following month. It affects about a dozen people. Can someone take a look?,high,billing_plan,0.9684,billing_plan
CB-6629,in-app,Enterprise,APAC,"Hello, We want to schedule reports to Slack, not just email. We need this resolved before month end.",normal,how_to,0.4626,feature_request
CB-7046,chat,Enterprise,North America,Raising this again: Our custom connector is throttled harder than the official one.,normal,integrations,0.6421,integrations
CB-6939,in-app,Business,EMEA,"Morning, The Teams app will not install in our tenant.",urgent,how_to,0.3873,integrations
CB-7095,email,Team,North America,Logging in on a second device signs me out of the first.,low,login_access,0.9428,login_access
CB-6742,email,Free,North America,"morning, where can i find our api key?",low,how_to,0.6244,how_to
CB-6421,email,Free,APAC,"hello, the sync ignores our filter and pulls every record",urgent,data_sync,0.724,data_sync
CB-6995,in-app,Enterprise,LATAM,the sftp drop stopped accepting our key,high,performance,0.4102,integrations
CB-6823,phone,Free,EMEA,Reporting on behalf of my team: How do I create a template other teams can copy? Please treat as high priority. Please escalate if needed.,low,how_to,0.7113,how_to
CB-6232,email,Free,APAC,"hi, the filter chip says active when nothing is filtered",normal,bug_ui,0.4176,bug_ui
CB-6537,email,Enterprise,North America,"Hi, A public API for dashboard creation would let us automate onboarding. Happens roughly half the time. Let me know.",normal,integrations,0.892,feature_request
CB-6957,email,Team,LATAM,Quick one: The webhook signature verification always fails. We are on the Team plan.,urgent,integrations,0.7826,integrations
CB-6970,in-app,Enterprise,EMEA,Sorry to bother you but Our Okta app assignment does not propagate to your side. It worked fine last week. Thanks!,high,login_access,0.3096,integrations
CB-6152,phone,Free,LATAM,Reporting on behalf of my team: We are charged in advance but the contract says in arrears.,normal,billing_plan,0.9515,billing_plan
CB-7297,chat,Enterprise,APAC,Second time asking about this. Queries that finish quickly in the console time out in the UI. Let me know.,high,performance,0.5384,performance
CB-6337,chat,Business,North America,Sorry to bother you but The chart axis starts at a non-zero value and exaggerates the trend. Fairly low priority.,normal,bug_ui,0.9903,bug_ui
CB-7003,chat,Business,EMEA,Second time asking about this. The integration was disabled automatically and nobody was told.,high,integrations,0.7034,integrations
CB-6900,chat,Enterprise,LATAM,The connector requires permissions our security team will not approve.,normal,integrations,0.8194,integrations
CB-6006,email,Team,APAC,Sorry to bother you but Our purchase order number is missing from the invoice. Any help appreciated.,normal,billing_plan,0.9515,billing_plan
CB-7158,email,Business,LATAM,second time asking about this i am told my email is already registered but i have never signed up,normal,login_access,0.3825,login_access
CB-6915,chat,Team,EMEA,Our custom connector is throttled harder than the official one. Our admin has already tried the usual steps.,urgent,integrations,0.8179,integrations
CB-7151,phone,Team,LATAM,Our contractor accounts expired early and they need access back. Our admin has already tried the usual steps.,high,login_access,0.961,login_access
CB-7032,in-app,Business,North America,Raising this again: Our SDK version is no longer supported and nothing warned us. Nothing changed on our side. Not blocking but annoying. Thanks!,normal,integrations,0.4787,integrations
CB-6294,email,Enterprise,APAC,"Morning, The timezone shown in the header disagrees with the rows. We need this resolved before month end.",urgent,bug_ui,0.9902,bug_ui
CB-6555,phone,Business,EMEA,Please allow more than ten widgets on one dashboard.,urgent,how_to,0.5561,feature_request
CB-7096,in-app,Free,APAC,The domain capture feature grabbed accounts that are not ours. I have cleared cache and tried incognito. Ticket reference from last time was in the thread.,normal,login_access,0.3939,login_access
CB-7368,in-app,Free,EMEA,we hit a timeout that cannot be increased anywhere in settings,low,performance,0.9773,performance
CB-7130,email,Team,LATAM,"Hi, We need to force a password rotation for every user this quarter.",low,login_access,0.9634,login_access
CB-7177,email,Enterprise,APAC,"Hi team, We see an account suspended banner even though the invoice is paid. Please advise.",low,login_access,0.6783,login_access
CB-6824,chat,Enterprise,APAC,"Hi, How do I merge two duplicate records?",normal,how_to,0.9873,how_to
CB-7166,phone,Free,APAC,"hi team, the admin console will not let me reset another user's password",high,login_access,0.8854,login_access
CB-6146,in-app,Business,APAC,Quick one: We were moved to a more expensive tier without being told. Only happens for our EMEA users.,normal,billing_plan,0.6511,billing_plan
CB-6309,phone,Team,North America,Raising this again: The back button takes me out of the app entirely.,low,performance,0.2471,bug_ui
CB-7358,chat,Team,EMEA,Following up: The app slows to a crawl when a colleague is editing the same view.,high,performance,0.9587,performance
CB-6552,in-app,Enterprise,APAC,Not sure if this is the right place but Please add dark mode.,high,feature_request,0.7909,feature_request
CB-6783,chat,Enterprise,LATAM,Sorry to bother you but How do I find views that nobody has opened in six months?,low,performance,0.7554,how_to
CB-6261,email,Business,LATAM,raising this again: the chart legend shows colours that do not match the bars,normal,bug_ui,0.9848,bug_ui
CB-7094,phone,Free,North America,"Hello, The account switcher shows an organisation we no longer belong to.",low,login_access,0.9276,login_access
CB-6085,email,Business,APAC,i removed four users but the invoice still shows the old headcount,normal,bug_ui,0.5654,billing_plan
CB-6599,phone,Business,North America,We need version history on dashboards.,low,bug_ui,0.5623,feature_request
CB-6822,chat,Enterprise,LATAM,Following up: Can I group by two fields at once? Let me know.,high,how_to,0.822,how_to
CB-6698,phone,Enterprise,LATAM,Raising this again: Please add dark mode. Happens roughly half the time.,normal,feature_request,0.7034,feature_request
CB-6611,email,Business,LATAM,Sorry to bother you but We want to be able to pin a note to the top of a workspace. Thanks in advance.,normal,feature_request,0.4987,feature_request
CB-7216,phone,Team,North America,We need to force a password rotation for every user this quarter.,urgent,login_access,0.9572,login_access
CB-7224,in-app,Business,EMEA,Not sure if this is the right place but It signs me out every twenty minutes for no reason. Nothing changed on our side.,high,performance,0.7522,login_access
CB-6308,email,Free,EMEA,Reporting on behalf of my team: The undo button undoes more than the last action. Please advise.,normal,bug_ui,0.5169,bug_ui
CB-6260,email,Business,North America,The success toast disappears before it can be read. This started yesterday.,low,bug_ui,0.3738,bug_ui
CB-6079,in-app,Business,EMEA,Raising this again: Our card was declined and I cannot find where to update it.,normal,billing_plan,0.3894,billing_plan
CB-6631,in-app,Free,North America,Second time asking about this. A way to bookmark frequently used filters would save us time. I have cleared cache and tried incognito. Please escalate if needed.,normal,how_to,0.7746,feature_request
CB-7323,chat,Enterprise,EMEA,Raising this again: Filtering by date range on a year of data never returns. This is blocking our weekly reporting.,normal,bug_ui,0.6186,performance
CB-6886,in-app,Free,LATAM,hey the webhook returns a 500 and we cannot see why,normal,integrations,0.8313,integrations
CB-6291,in-app,Team,LATAM,"hi team, the back button takes me out of the app entirely",high,how_to,0.4152,bug_ui
CB-6419,phone,Business,EMEA,"hi, a renamed field upstream broke the mapping without warning",low,bug_ui,0.7897,data_sync
CB-7074,email,Team,LATAM,I get a 403 immediately after authenticating successfully. Only happens for our EMEA users. Please treat as high priority. Ticket reference from last time was in the thread.,urgent,login_access,0.9168,login_access
CB-6561,chat,Business,North America,Not sure if this is the right place but Please support nested folders.,high,feature_request,0.7124,feature_request
CB-6182,phone,Free,EMEA,Reporting on behalf of my team: The percentage column shows values above one hundred. Happens roughly half the time. No rush on this one.,normal,bug_ui,0.6829,bug_ui
CB-7199,in-app,Free,LATAM,"Morning, The admin console will not let me reset another user's password.",low,login_access,0.9233,login_access
CB-6717,chat,Business,LATAM,Reporting on behalf of my team: Where do I change the default timezone for everyone? Thanks in advance.,urgent,how_to,0.9312,how_to
CB-7056,phone,Team,LATAM,Raising this again: The teammate invite link expires the instant they click it. Nothing changed on our side.,normal,performance,0.4301,login_access
CB-6423,email,Free,North America,Not sure if this is the right place but New columns we added upstream never appear here. Our admin has already tried the usual steps.,high,bug_ui,0.686,data_sync
CB-7015,in-app,Free,APAC,Second time asking about this. The HubSpot integration maps our fields to the wrong ones. Our admin has already tried the usual steps. Any help appreciated.,normal,integrations,0.642,integrations
CB-6061,phone,Team,EMEA,Quick one: I removed four users but the invoice still shows the old headcount. Fairly low priority. Please escalate if needed.,urgent,billing_plan,0.5154,billing_plan
CB-6014,chat,Free,EMEA,"Hi team, We were charged twice this month for the same seats. Our admin has already tried the usual steps. Fairly low priority. Screenshot attached.",urgent,billing_plan,0.9805,billing_plan
